Product_type,Brand,Size,fabric,fabric_cost_per_kg/meter/hide,fabric_raw_cost,manufacturing,transportation,tax,brand_value,retailer_margin,selling_price
Contemporary Overall,Brown-Perez Basics (budget),S,denim,161,84.57,83.03,5.55,16.65,26.59,133.35,349.74
Overall,Mccullough-Harris Basics (budget),XXXL,denim,124,163.19,194.36,9.05,33.74,56.1,252.12,708.57
Overall,"Sanchez, Atkinson and Hernandez (mid_range)",M,denim,484,420.31,500.66,22.07,328.97,326.27,1472.11,3070.38
Overall,Malone-Thomas (mid_range),XXXL,denim,266,504.85,544.06,30.12,414.46,493.58,1881.26,3868.34
Overall,Riley PLC (mid_range),XXL,denim,450,672.59,817.52,39.91,609.69,832.72,2718.03,5690.46
Overall,Frey Couture (luxury),S,denim,5723,18195.4,20556.83,1058.89,39838.34,56812.66,235362.39,371824.52
Overall,Mcintosh & Co. (premium),XXXL,denim,1365,6454.39,6734.77,414.93,5842.45,7888.17,27194.86,54529.57
Classic Overall,Glover-Peters (mid_range),XL,denim,310,389.06,454.98,21.92,315.89,421.47,1344.97,2948.29
Overall,Lee-Parker Basics (budget),S,denim,180,93.66,93.43,5.58,19.54,43.34,154.81,410.37
Overall,"Mueller, Kelly and Hall Basics (budget)",XXXL,denim,172,211.06,282.08,11.58,45.94,84.08,329.92,964.66
Modern Overall,Brooks-Graves Basics (budget),L,denim,146,118.24,113.39,8.46,22.7,39.57,174.32,476.69
Overall,"Garrison, David and Rivera Basics (budget)",M,denim,138,88.65,101.08,4.72,18.63,41.31,136.79,391.18
Overall,Guzman & Co. (premium),XL,denim,855,2640.35,2960.55,171.53,2285.29,2481.85,10789.77,21329.33
Overall,Montoya-Martin Basics (budget),L,denim,106,76.59,85.14,4.44,15.65,27.67,119.07,328.55
Vintage Overall,Mercado-Carlson Basics (budget),M,denim,123,72.15,93.96,3.71,17.21,35.02,139.46,361.5
Casual Overall,Smith Inc Basics (budget),M,denim,139,81.47,103.43,6.51,18.36,36.75,139.13,385.66
Formal Overall,Navarro & Co. (premium),XL,denim,790,2242.59,2998.79,132.14,2393.4,3205.31,11366.21,22338.44
Overall,Martin-Jones Basics (budget),XL,denim,147,134.32,137.33,7.19,27.4,61.04,208.2,575.49
Overall,Harris & Co. (premium),XXXL,denim,1072,5101.4,4999.12,326.06,5888.82,7419.78,31227.17,54962.35
Modern Overall,Herrera & Co. (premium),XL,denim,1324,4145.31,4431.82,220.16,4058.37,5221.88,19800.58,37878.11
Overall,Walker and Sons Basics (budget),XXXL,denim,160,196.79,212.85,13.83,40.89,69.87,324.52,858.76
Overall,"Rodriguez, Morton and Martinez (mid_range)",S,denim,453,375.33,495.69,20.32,313.16,435.29,1283.03,2922.82
Overall,Graves Ltd Basics (budget),XL,denim,136,126.9,168.49,7.26,27.47,45.52,201.24,576.88
Formal Overall,Nguyen & Co. (premium),S,denim,1321,2408.7,2943.46,180.21,2740.68,3125.28,14181.35,25579.67
Formal Overall,Mcneil PLC Basics (budget),XL,denim,142,113.95,126.15,7.89,22.84,53.45,155.34,479.62
Overall,Howard Ltd Basics (budget),XXL,denim,187,214.72,264.54,16.54,47.72,87.4,371.17,1002.08
Overall,Harris-Roy Basics (budget),XXXL,denim,180,229.62,264.96,16.62,48.79,94.16,370.4,1024.53
Overall,Ford & Co. (premium),XXL,denim,1081,3929.94,4290.11,238.06,3646.29,3666.44,18261.2,34032.03
Overall,Coleman Couture (luxury),XXXL,denim,3750,28352.88,34889.23,2113.58,66738.52,90581.04,400217.6,622892.85
Overall,George-Sanders (mid_range),XXXL,denim,446,845.5,1145.13,45.81,746.68,822.03,3363.84,6968.99
Overall,Howard-Roach Basics (budget),XL,denim,133,106.6,123.5,7.32,20.72,34.62,142.45,435.22
Overall,Estes Group (mid_range),XXXL,denim,280,562.6,614.37,32.49,417.58,559.06,1711.32,3897.41
Traditional Overall,"Johnson, Hanson and York Basics (budget)",L,denim,170,120.3,121.24,8.97,24.24,45.61,188.64,508.99
Overall,Palmer & Co. (premium),S,denim,917,1675.89,2294.96,123.99,1723.8,1686.09,8584.11,16088.84
Overall,White Couture (luxury),XXL,denim,2801,17778.92,18175.42,1409.36,29974.61,44548.19,167876.52,279763.02
Overall,Medina-Gardner (mid_range),M,denim,460,426.04,567.84,26.08,338.67,346.87,1455.45,3160.97
Overall,Munoz-Lewis (mid_range),XXL,denim,435,721.57,963.62,43.1,569.73,763.44,2255.98,5317.44
Vintage Overall,Contreras Couture (luxury),S,denim,5846,16863.71,21710.82,946.25,31416.8,42768.84,179517.03,293223.45
Overall,Chang and Sons Basics (budget),XXL,denim,101,101.73,135.53,6.75,21.36,39.39,143.76,448.52
Modern Overall,Valencia-Tran Basics (budget),M,denim,186,106.67,131.95,5.35,23.52,37.1,189.26,493.85
Overall,Jensen PLC (mid_range),XXL,denim,467,682.56,905.25,38.04,541.17,646.41,2237.49,5050.92
Overall,Garcia-Rodriguez Basics (budget),XL,denim,130,112.73,132.3,8.5,24.62,36.53,202.39,517.07
Casual Overall,Hart PLC (mid_range),XXXL,denim,290,564.48,594.68,41.68,468.92,647.82,2059.02,4376.58
Overall,Smith Couture (luxury),XL,denim,4147,21258.53,27833.71,1273.53,45704.82,63711.57,266796.12,426578.28
Casual Overall,"Smith, Duncan and Humphrey (mid_range)",XXXL,denim,303,541.08,673.75,38.07,496.39,657.93,2225.75,4632.97
Casual Overall,Smith-Skinner Basics (budget),XXXL,denim,118,147.73,151.87,7.43,29.99,52.22,240.5,629.74
Casual Overall,Mitchell & Co. (premium),L,denim,931,2547.0,3220.38,134.35,2423.18,2333.09,11958.35,22616.34
Overall,Smith PLC Basics (budget),L,denim,191,146.53,156.24,10.14,28.99,49.47,217.4,608.76
Overall,"Williams, Le and Clark Basics (budget)",S,denim,119,65.72,63.96,3.58,12.99,32.32,94.25,272.83
Overall,Martin-Porter Basics (budget),M,denim,144,96.57,114.63,6.01,20.01,35.35,147.73,420.3
Overall,James Inc (mid_range),M,denim,386,331.09,409.99,22.32,281.71,285.46,1298.7,2629.27
Overall,"Casey, Lee and Mills Basics (budget)",XL,denim,132,118.17,117.86,8.16,21.84,43.07,149.47,458.56
Overall,Hebert-Fields Basics (budget),M,denim,177,110.91,122.95,5.97,22.35,44.82,162.25,469.25
Traditional Overall,Nielsen and Sons Basics (budget),S,denim,176,92.06,119.12,6.89,20.13,31.33,153.1,422.63
Overall,Knapp-Martin Basics (budget),XXXL,denim,177,202.71,279.28,14.25,46.49,67.02,366.45,976.19
Casual Overall,Smith Couture (luxury),XXXL,denim,5399,43885.81,50568.32,3508.63,84162.84,117242.29,486151.95,785519.85
Overall,Gibson Ltd Basics (budget),XXL,denim,126,147.54,198.6,11.12,33.33,63.29,245.96,699.83
Overall,"Jackson, Roy and Hobbs (mid_range)",XXXL,denim,450,914.31,1254.67,63.2,827.0,932.65,3726.87,7718.7
Vintage Overall,"Douglas, Johnson and Walton Basics (budget)",M,denim,179,121.83,133.53,7.44,23.9,37.52,177.73,501.95
Overall,Arnold LLC Basics (budget),S,denim,199,108.75,139.0,6.41,22.36,42.9,150.09,469.51
Overall,Hanson & Co. (premium),M,denim,1304,2748.22,2965.41,211.3,3006.0,3283.35,15841.7,28055.98
Overall,Tucker & Co. (premium),XXXL,denim,1307,5721.65,6113.87,418.28,5514.95,5690.01,28014.09,51472.85
Overall,Daniels-Thompson (mid_range),XXXL,denim,321,658.33,693.78,47.21,540.44,640.63,2463.7,5044.09
Overall,"Phillips, Carr and Bautista (mid_range)",M,denim,358,342.86,361.69,17.74,259.84,334.12,1108.89,2425.14
Overall,Brown and Sons (mid_range),S,denim,357,252.29,250.59,12.73,223.18,314.85,1029.4,2083.05
Contemporary Overall,"Miller, Watson and Jones Basics (budget)",XXXL,denim,104,142.26,138.12,7.4,25.56,49.1,174.39,536.83
Overall,Jackson Inc (mid_range),XXXL,denim,443,765.11,767.72,38.77,629.87,768.77,2908.53,5878.76
Overall,Hernandez & Co. (premium),S,denim,1445,2786.93,2752.43,150.49,2619.46,3069.88,13069.13,24448.33
Overall,Johnson and Sons (mid_range),XL,denim,258,369.06,464.09,26.06,300.81,392.06,1255.51,2807.6
Modern Overall,"Aguilar, Carter and Bradley (mid_range)",L,denim,446,511.25,602.35,39.15,448.36,611.95,1971.65,4184.72
Overall,Reid Couture (luxury),M,denim,2590,10725.91,12024.53,566.5,24170.09,34536.39,143564.09,225587.5
Overall,Smith LLC Basics (budget),M,denim,151,90.03,108.61,5.92,18.6,27.85,139.59,390.59
Overall,Smith-Moran (mid_range),L,denim,308,357.98,446.9,21.07,326.33,400.83,1492.65,3045.76
Overall,Jones-Trevino (mid_range),XXL,denim,396,662.23,836.39,36.98,549.15,814.57,2226.08,5125.4
Overall,Jordan & Co. (premium),M,denim,1001,2143.35,2586.02,148.69,2477.08,3138.38,12625.85,23119.38
Overall,Carlson Couture (luxury),XXL,denim,5912,38592.83,45266.3,2563.74,82636.85,103538.06,498679.52,771277.31
Overall,"Stewart, Gonzales and Ramirez Basics (budget)",L,denim,151,107.01,143.55,6.22,23.06,37.43,167.03,484.3
Contemporary Overall,Nichols & Co. (premium),M,denim,986,2091.12,2672.5,113.56,2456.59,3015.89,12578.48,22928.14
Overall,Butler Inc (mid_range),XXXL,denim,419,872.47,896.97,50.22,642.8,794.68,2742.33,5999.48
Overall,Adams Group Basics (budget),M,denim,133,85.35,93.35,4.95,16.91,37.62,116.83,355.01
Overall,Short-King (mid_range),XXL,denim,392,695.66,680.97,48.3,510.46,630.65,2198.26,4764.32
Overall,"Scott, Ruiz and Flores Basics (budget)",XL,denim,188,175.8,202.1,9.23,33.99,57.5,235.16,713.78
Overall,White-Walsh Basics (budget),XXL,denim,122,124.77,162.17,7.35,25.7,38.27,181.35,539.6
Overall,Gibson-Bryant Basics (budget),XL,denim,154,142.86,184.65,10.48,31.74,59.95,236.82,666.5
Overall,"King, Johnson and Barnett Basics (budget)",XXXL,denim,141,191.41,226.19,12.3,41.4,74.98,323.11,869.4
Overall,"Butler, Stevens and Bright (mid_range)",XXXL,denim,299,611.77,789.56,42.58,559.98,678.83,2543.8,5226.52
Traditional Overall,Cook-Martin Basics (budget),S,denim,169,85.08,93.74,5.38,18.46,35.44,149.62,387.73
Overall,Carroll PLC Basics (budget),XL,denim,129,120.23,151.49,6.26,25.81,58.1,180.2,542.08
Casual Overall,Coleman Group Basics (budget),XXL,denim,198,229.5,242.89,14.41,44.9,75.12,336.16,942.98
Overall,Fry Ltd Basics (budget),XXL,denim,100,105.01,107.57,5.64,20.1,38.4,145.37,422.08
Overall,"May, Brown and Evans Basics (budget)",XXXL,denim,174,236.12,281.78,15.35,125.56,85.42,427.65,1171.87
Overall,Jones & Co. (premium),XL,denim,747,2526.94,2764.99,197.29,2640.92,2520.95,13997.52,24648.61
Overall,"Little, Zamora and Williams (mid_range)",XL,denim,434,597.15,805.38,33.53,507.25,628.91,2162.07,4734.29
Overall,Castillo-Watts Basics (budget),XL,denim,152,131.87,142.2,8.17,28.66,60.22,230.66,601.78
Overall,Adams & Co. (premium),XXL,denim,1334,4664.57,4484.57,347.06,4411.78,6647.97,20620.67,41176.62
Overall,Cardenas-Wood Basics (budget),XL,denim,165,137.97,168.38,9.79,28.08,45.62,199.86,589.71
Vintage Overall,Davila Ltd (mid_range),XXL,denim,411,628.15,652.82,41.95,439.83,571.92,1770.42,4105.09
Overall,Stephens & Co. (premium),L,denim,700,1802.74,2124.04,132.47,1807.19,2370.6,8630.07,16867.11
Overall,"Gonzalez, Jimenez and Wright Basics (budget)",S,denim,133,72.94,99.72,3.92,17.68,35.34,141.75,371.36
Modern Overall,"Cox, Mendez and Johnson Basics (budget)",L,denim,109,75.22,92.15,4.24,15.75,36.51,106.83,330.7
Overall,Hayes Ltd (mid_range),L,denim,309,343.6,434.67,21.54,291.46,318.45,1310.57,2720.28
Vintage Overall,Brown-Burch Basics (budget),M,denim,199,127.82,170.12,9.25,28.46,59.87,202.12,597.64
Overall,"Ballard, Robinson and Mcfarland Basics (budget)",L,denim,153,110.25,141.68,7.62,24.64,33.68,199.48,517.34
Overall,Cox PLC Basics (budget),S,denim,173,90.65,107.03,5.92,17.97,30.86,125.0,377.44
Overall,Garcia & Co. (premium),S,denim,1374,2511.01,2667.53,171.89,2379.45,2520.51,11957.78,22208.18
Overall,"Clark, Gallagher and Nichols Basics (budget)",L,denim,137,104.51,116.54,8.11,22.93,43.52,185.97,481.59
Overall,Reed PLC (mid_range),XL,denim,314,426.95,516.91,32.69,378.34,445.45,1730.85,3531.19
Overall,Esparza & Co. (premium),S,denim,1488,2571.11,2520.41,197.31,2336.78,3146.95,11037.4,21809.95
Overall,Miller-Chavez Basics (budget),S,denim,101,47.32,57.6,3.34,10.21,19.8,76.14,214.42
Overall,Barron Inc (mid_range),XL,denim,339,471.53,493.63,35.36,410.9,564.86,1858.76,3835.03
Formal Overall,Ross Inc Basics (budget),L,denim,198,149.57,163.46,10.29,30.7,72.49,218.1,644.6
Overall,"Friedman, Freeman and Fisher Basics (budget)",L,denim,187,133.19,146.93,8.0,27.56,52.14,210.87,578.69
Modern Overall,Phillips & Co. (premium),XXXL,denim,905,4124.71,5380.8,251.08,4418.61,4589.91,22475.24,41240.34
Casual Overall,Stewart Couture (luxury),S,denim,3396,11051.46,11267.87,564.57,21218.8,33544.01,120395.43,198042.15
Overall,"Hill, Huerta and Jones Basics (budget)",XL,denim,164,147.2,203.07,7.92,31.48,59.46,212.0,661.13
Overall,Booth & Co. (premium),L,denim,1054,2693.43,3205.21,189.47,2484.2,3081.6,11531.95,23185.86
Modern Overall,Diaz PLC (mid_range),XXL,denim,405,691.58,689.43,37.31,526.98,807.16,2166.02,4918.48
Overall,"Robertson, Larsen and King (mid_range)",L,denim,452,509.63,573.58,31.24,413.5,614.15,1717.22,3859.32
Overall,"Diaz, Garcia and Martinez Basics (budget)",XXL,denim,193,222.88,239.79,14.55,44.23,101.78,305.6,928.83
Overall,"Patel, Martinez and Reynolds Basics (budget)",L,denim,146,111.62,145.57,8.44,25.45,46.27,197.07,534.42
Vintage Overall,Sanders-Jackson Basics (budget),L,denim,159,115.49,134.22,6.05,22.44,41.12,151.87,471.17
Overall,"Mueller, Smith and Weeks (mid_range)",L,denim,425,495.03,567.76,32.15,407.19,430.42,1867.88,3800.43
Overall,Castro-Smith Basics (budget),XXL,denim,142,139.89,160.42,8.07,31.54,67.62,254.83,662.37
Formal Overall,Jackson Inc Basics (budget),L,denim,174,141.95,145.91,9.4,30.31,70.47,238.38,636.41
Overall,Allen Couture (luxury),XL,denim,5344,29595.45,40027.75,1570.9,55534.24,67993.19,323598.04,518319.56
Classic Overall,"Parks, Simmons and Skinner (mid_range)",XXXL,denim,441,918.78,1181.06,72.86,748.06,803.29,3257.85,6981.91
Modern Overall,Johnson & Co. (premium),XXL,denim,1021,3878.24,4334.89,234.79,3739.37,4627.41,18086.11,34900.82
Contemporary Overall,Murillo Couture (luxury),XL,denim,2120,12324.82,14028.71,803.17,24427.88,32528.01,143880.98,227993.58
Casual Overall,"Johnson, Hernandez and Quinn Basics (budget)",XXXL,denim,195,231.08,240.14,17.22,44.56,79.15,323.53,935.67
Overall,Randall & Co. (premium),XXXL,denim,976,4384.87,4811.21,329.67,4355.78,5431.68,21340.78,40653.98
Overall,Johnson & Co. (premium),S,denim,1437,2361.65,2629.04,135.65,2305.8,2525.9,11562.78,21520.82
Overall,"Moore, Howard and Williams Basics (budget)",XXXL,denim,172,218.17,258.72,12.24,45.95,66.3,363.64,965.02
Overall,Leonard & Co. (premium),XXL,denim,1300,4898.59,5115.93,261.88,5372.82,6606.08,27891.06,50146.36
Formal Overall,Gross PLC Basics (budget),M,denim,150,99.28,128.01,5.79,22.57,49.51,168.73,473.89
Overall,Kelley & Co. (premium),XXXL,denim,1009,4135.96,4813.23,252.09,4276.63,5802.52,20634.82,39915.25
Overall,Morales & Co. (premium),XXXL,denim,1321,6084.72,7532.59,482.9,6626.7,7619.53,33502.79,61849.24
Overall,Bowers Inc (mid_range),M,denim,393,377.97,467.63,21.91,279.31,328.83,1131.22,2606.86
Overall,"Smith, Hale and Scott (mid_range)",XL,denim,357,505.35,503.58,32.64,403.56,515.31,1806.08,3766.52
Classic Overall,Rich Group (mid_range),S,denim,400,334.04,384.77,24.79,286.13,317.57,1323.23,2670.52
Overall,"Hansen, Rodriguez and Johnson Basics (budget)",XXXL,denim,163,207.83,262.25,11.87,43.62,65.1,325.36,916.04
Traditional Overall,Davis LLC (mid_range),XL,denim,356,438.97,534.36,23.94,411.23,525.49,1904.2,3838.19
Overall,"Howard, George and Gregory (mid_range)",XXXL,denim,257,471.71,558.52,27.01,348.57,398.82,1448.66,3253.28
Overall,Garrett-Marks (mid_range),M,denim,364,356.69,341.13,26.17,302.68,403.08,1395.26,2825.02
Overall,"Scott, Daugherty and Stewart Basics (budget)",XXXL,denim,170,214.35,251.19,15.24,42.68,83.82,288.91,896.19
Overall,Martin-Hernandez Basics (budget),M,denim,121,81.67,100.77,5.12,18.12,37.41,137.38,380.47
Overall,"Estrada, Skinner and Simmons (mid_range)",XXXL,denim,458,922.96,975.65,49.04,721.47,1095.57,2969.01,6733.69
Overall,Brandt Inc Basics (budget),L,denim,100,80.96,77.6,6.16,15.24,29.14,110.84,319.94
Overall,Smith and Sons (mid_range),M,denim,323,289.63,336.35,19.07,242.01,253.03,1118.67,2258.76
Vintage Overall,Montgomery Couture (luxury),XXXL,denim,5937,41178.22,53085.58,2385.15,71796.27,98644.6,403008.74,670098.57
Classic Overall,Williams-Anderson (mid_range),XXL,denim,261,383.09,415.16,25.49,294.45,427.37,1202.61,2748.17
Overall,Coleman Couture (luxury),L,denim,3237,14972.14,19037.94,997.81,33925.71,51998.79,195707.55,316639.93
Overall,Clark & Co. (premium),S,denim,733,1410.27,1559.72,70.62,1257.43,1278.17,6159.81,11736.02
Overall,"Lewis, Lang and Coleman Basics (budget)",XXXL,denim,165,198.25,242.08,13.87,39.41,61.22,272.76,827.58
Modern Overall,Cruz Couture (luxury),XXXL,denim,4483,36509.47,38527.5,2232.23,69226.42,81666.04,417951.57,646113.23
Overall,"Gutierrez, Ward and Rivera (mid_range)",XXL,denim,356,567.75,718.57,34.37,435.86,457.52,1853.96,4068.03
Overall,Moore & Co. (premium),L,denim,1096,2979.7,3594.2,154.33,3390.02,3826.46,17695.47,31640.19
Overall,Jordan-Cross Basics (budget),XL,denim,190,178.8,209.78,9.85,34.47,60.03,230.94,723.88
Overall,"Chang, Ramirez and Hudson Basics (budget)",L,denim,112,77.39,102.99,5.99,17.99,38.49,134.85,377.69
Overall,"Gray, Schmidt and Pineda (mid_range)",S,denim,359,257.62,261.13,16.49,201.86,250.77,896.12,1883.99
Vintage Overall,Love & Co. (premium),S,denim,734,1402.91,1886.87,105.57,1557.77,1789.2,7796.87,14539.2
Overall,"Hall, Jackson and Lewis (mid_range)",XXL,denim,385,626.56,774.44,39.97,563.79,760.35,2496.9,5262.0
Modern Overall,Burgess & Co. (premium),XXL,denim,1096,4035.68,5213.98,303.75,4504.95,4809.71,23178.09,42046.16
Modern Overall,Jones & Co. (premium),L,denim,1107,3016.56,3525.03,210.58,3152.76,2819.23,16701.57,29425.73
Overall,Lang Couture (luxury),XL,denim,5241,28210.33,32414.29,2131.03,54427.99,64870.46,325940.5,507994.6
Overall,"Pace, Davis and Daniels Basics (budget)",S,denim,182,95.12,130.2,7.43,22.66,40.14,180.31,475.86
Contemporary Overall,Eaton-Wade Basics (budget),XXL,denim,184,213.46,227.48,13.77,41.33,70.94,301.0,867.98
Formal Overall,Solis-Smith (mid_range),XL,denim,267,334.54,459.93,26.34,265.22,296.78,1092.61,2475.43
Overall,"Vasquez, Anderson and Garcia Basics (budget)",XXXL,denim,188,244.46,247.48,12.88,47.16,111.46,327.01,990.45
Overall,Kelly Inc Basics (budget),XL,denim,162,152.33,182.91,8.67,32.98,65.72,250.03,692.65
Overall,"Brooks, Wolfe and Gray (mid_range)",XXL,denim,288,476.08,506.28,25.91,327.67,425.38,1296.95,3058.28
Overall,Williams Inc Basics (budget),M,denim,167,104.16,133.24,6.36,21.35,34.02,149.28,448.41
Overall,Hess Couture (luxury),XXL,denim,3350,20755.82,25285.57,1048.18,38941.31,47769.18,229652.2,363452.26
Overall,Mcdaniel & Co. (premium),XL,denim,913,2648.23,3413.49,169.99,2729.25,3026.31,13485.74,25473.02
Contemporary Overall,Ross-Cooke Basics (budget),XXXL,denim,127,171.89,186.74,11.56,32.73,59.11,225.22,687.25
Overall,Merritt & Co. (premium),S,denim,973,1760.79,2146.32,125.93,1772.77,1645.72,9094.34,16545.88
Overall,Foley & Co. (premium),XXL,denim,1012,4141.21,4713.75,326.03,3721.52,3940.49,17891.19,34734.19
Overall,Murphy & Co. (premium),XXXL,denim,716,3416.1,3396.27,195.09,3303.35,4363.04,16157.39,30831.24
Overall,"Haas, Mitchell and Monroe Basics (budget)",M,denim,108,68.22,74.48,4.05,13.54,31.13,92.84,284.26
Overall,Castro Couture (luxury),XXXL,denim,5844,43515.78,50019.71,3214.96,96249.37,121526.86,583800.74,898327.41
Casual Overall,"Fowler, Wilson and Coleman (mid_range)",XXL,denim,467,733.93,986.88,36.71,640.64,836.88,2744.29,5979.34
Overall,Sanchez & Co. (premium),XL,denim,863,2867.18,3814.67,173.32,3156.27,3034.48,16412.6,29458.51
Vintage Overall,"Munoz, Price and Yoder (mid_range)",S,denim,449,372.76,415.92,26.95,320.37,422.01,1432.1,2990.09
Overall,Ramos Couture (luxury),M,denim,2921,12119.26,15375.85,756.32,23792.92,31000.56,139022.36,222067.27
Overall,Wallace Couture (luxury),L,denim,5453,23233.69,25403.62,1646.93,47149.94,58484.76,284147.19,440066.14
Modern Overall,Cunningham-Young Basics (budget),XXXL,denim,132,176.74,179.39,8.91,35.21,58.9,280.34,739.49
Overall,"Hall, Rodriguez and Torres (mid_range)",L,denim,435,486.64,629.91,31.77,391.45,466.98,1646.8,3653.57
Overall,Chandler-Lowe Basics (budget),S,denim,104,48.02,50.59,3.83,10.11,21.91,77.86,212.32
Overall,Eaton & Co. (premium),XXL,denim,1173,4287.17,5258.25,323.34,4869.59,5588.25,25122.89,45449.49
Overall,Leonard-Mason Basics (budget),XXXL,denim,106,140.96,150.82,9.57,27.78,50.39,203.94,583.46
Overall,Hughes & Co. (premium),XXL,denim,1389,5436.26,7164.42,391.43,5236.87,5698.52,24949.94,48877.44
Casual Overall,Ramsey-Faulkner (mid_range),M,denim,382,376.97,386.98,25.25,283.47,375.58,1197.49,2645.76
Overall,Stevenson-Forbes Basics (budget),XXL,denim,199,204.34,229.56,15.78,43.44,96.19,322.87,912.17
Overall,Woodard Inc Basics (budget),XL,denim,154,128.42,138.26,7.24,26.12,63.94,184.6,548.58
Traditional Overall,"Horn, Garrison and Stewart Basics (budget)",XXXL,denim,150,193.45,203.81,15.35,40.99,90.69,316.48,860.77
